item_id,group_id,conversation_id,test_fold
8152:0:0,component-59dd1539399f7e6d,8152,0
8153:0:0,component-65cb7bc4298e3d5e,8153,1
8154:0:0,component-25f278a0e815f258,8154,1
8154:2:0,component-25f278a0e815f258,8154,1
815:0:0,component-c28302dfa4fd8f4f,815,3
815:2:0,component-c28302dfa4fd8f4f,815,3
816:0:0,component-d784f1694d560fad,816,3
817:0:0,component-4ab3d1769df75bf0,817,4
818:0:0,component-3b8ad599f1c9252e,818,0
818:2:0,component-3b8ad599f1c9252e,818,0
819:0:0,component-5ada01ffdbddf829,819,4
81:0:0,component-90a83595e65eaf3f,81,4
820:0:0,component-9ddcfb3a0d5d7f37,820,3
821:0:0,component-7a5ec9f51efea192,821,0
822:0:0,component-11f74abf13200199,822,4
822:2:0,component-11f74abf13200199,822,4
823:0:0,component-6078d51cb8a3662e,823,1
824:0:0,component-a0edbf3b5fcc0f34,824,1
825:0:0,component-82f4cceb261bf77d,825,0
826:0:0,component-09bd0e5912aed76b,826,2
827:0:0,component-c34d721d643c63f0,827,0
828:0:0,component-17a27029a6a35a08,828,0
829:0:0,component-08b436c5b01c6ed4,829,0
829:2:0,component-08b436c5b01c6ed4,829,0
829:4:0,component-08b436c5b01c6ed4,829,0
82:0:0,component-afa18bfdf1ac4fba,82,3
82:2:0,component-afa18bfdf1ac4fba,82,3
82:4:0,component-afa18bfdf1ac4fba,82,3
830:0:0,component-c594fb7deece2910,830,0
830:2:0,component-c594fb7deece2910,830,0
830:4:0,component-c594fb7deece2910,830,0
831:0:0,component-8e207a592d6c1a25,831,2
832:0:0,component-55b8a225893ef870,832,3
833:0:0,component-1201a84e40e99502,833,1
833:2:0,component-1201a84e40e99502,833,1
834:0:0,component-7d10e071ef6d7f41,834,4
834:2:0,component-7d10e071ef6d7f41,834,4
835:0:0,component-d53153a9e89880b4,835,0
835:2:0,component-d53153a9e89880b4,835,0
836:0:0,component-b62e50045a809ccb,836,2
837:0:0,component-a1f23b6726153b47,837,0
838:0:0,component-61c70de3b95ed71f,838,2
839:0:0,component-0b0c48b2ccdea93e,839,2
83:0:0,component-d996cdf537957944,83,4
83:2:0,component-d996cdf537957944,83,4
83:4:0,component-d996cdf537957944,83,4
83:4:1,component-d996cdf537957944,83,4
840:0:0,component-070fe2464693f56d,840,2
841:0:0,component-fc25d0c8d14e103d,841,2
841:2:0,component-fc25d0c8d14e103d,841,2
842:0:0,component-6559109c1a2c6588,842,0
843:0:0,component-e446fcaff40afcbc,843,4
844:0:0,component-74e22f9ef4fb3f47,844,3
845:0:0,component-20e3ae1dfe3d84f0,845,3
846:1:0,component-10916717e8cabad2,846,2
847:0:0,component-5bbca1804157640f,847,1
848:0:0,component-4e9a55968ba0faa9,848,3
849:0:0,component-afd449cecabd8f1c,849,0
84:0:0,component-5e7593750fbf8c87,84,3
84:2:0,component-5e7593750fbf8c87,84,3
850:0:0,component-2cbafcb45d48e106,850,3
851:0:0,component-d53dae5e570c7c57,851,2
851:2:0,component-d53dae5e570c7c57,851,2
852:0:0,component-eb2f162ebaa192ff,852,1
853:0:0,component-3c918db0db90ce5e,853,4
854:0:0,component-333059ecc280ddd3,854,1
854:2:0,component-333059ecc280ddd3,854,1
855:0:0,component-945cac2fbecc0368,855,3
855:2:0,component-945cac2fbecc0368,855,3
855:4:0,component-945cac2fbecc0368,855,3
856:0:0,component-5e786335da854585,856,1
857:0:0,component-f5c2feee9ace0f15,857,0
858:0:0,component-0b69e39b3787a83b,858,2
85:0:0,component-cac2f0a8d7f0d90e,85,3
860:0:0,component-9ac5a69b9e931611,860,2
861:0:0,component-9d4bb5519de894e7,861,1
861:2:0,component-9d4bb5519de894e7,861,1
862:0:0,component-d82441b36e09a3e7,862,2
863:0:0,component-cd5cda7371f44d55,863,1
863:2:0,component-cd5cda7371f44d55,863,1
864:0:0,component-cc0ac2bebb1a7027,864,0
865:0:0,component-c7de691fbadd0571,865,1
866:0:0,component-82fd91c270414381,866,3
866:0:1,component-82fd91c270414381,866,3
866:2:0,component-82fd91c270414381,866,3
867:0:0,component-ba0b36732cd3a738,867,2
868:0:0,component-16d7d0c342b8fcb5,868,0
869:0:0,component-5ee9c02a84bf2fee,869,3
869:2:0,component-5ee9c02a84bf2fee,869,3
869:4:0,component-5ee9c02a84bf2fee,869,3
869:6:0,component-5ee9c02a84bf2fee,869,3
86:0:0,component-941f8f90dd788ee0,86,4
870:0:0,component-6d470f5404274bbe,870,1
871:0:0,component-91bb2889ce705d84,871,2
872:0:0,component-522ea9e4e69a38e7,872,2
873:1:0,component-afd5f16938c43012,873,0
874:0:0,component-a43396071e924820,874,3
875:0:0,component-26164fe23def2acc,875,1
876:0:0,component-3ddd1de2da2073f4,876,4
877:0:0,component-d169e4a2b28c67da,877,2
878:0:0,component-548d2af88d30a2c4,878,0
879:0:0,component-46c106ea3b534ffb,879,2
87:0:0,component-5e3c6f5e6f83bd67,87,0
87:2:0,component-5e3c6f5e6f83bd67,87,0
880:0:0,component-b59a9366fba902d7,880,4
881:0:0,component-e5008ae3845e4fa0,881,1
881:0:1,component-e5008ae3845e4fa0,881,1
881:0:2,component-e5008ae3845e4fa0,881,1
882:0:0,component-60f1febd8afec291,882,4
883:0:0,component-a8273f78525c8486,883,4
884:0:0,component-93001a476a837d63,884,2
885:0:0,component-27767f6e6ba599f6,885,2
886:0:0,component-a0d093341913718d,886,1
887:0:0,component-48a1179e63680760,887,4
888:0:0,component-9ee76a529db40262,888,1
889:1:0,component-3f90877b51500ac4,889,3
88:0:0,component-f6f9f6a0e7ff557b,88,3
890:0:0,component-fe30fdcea4dfd98b,890,3
890:2:0,component-fe30fdcea4dfd98b,890,3
891:0:0,component-ecc2f7556c7c9247,891,1
892:0:0,component-acf60e870b8f5e56,892,3
893:0:0,component-f652935f51c1cb1e,893,3
893:2:0,component-f652935f51c1cb1e,893,3
893:4:0,component-f652935f51c1cb1e,893,3
894:0:0,component-35f8b492ac40d12f,894,1
894:2:0,component-35f8b492ac40d12f,894,1
894:4:0,component-35f8b492ac40d12f,894,1
895:0:0,component-25301957e178dc91,895,3
896:0:0,component-ead910bef8752333,896,0
897:0:0,component-821c8d21fb10fd7e,897,2
898:0:0,component-d862673ceb4a8d2d,898,2
898:0:1,component-d862673ceb4a8d2d,898,2
898:2:0,component-d862673ceb4a8d2d,898,2
899:0:0,component-fb49628016329d40,899,2
899:2:0,component-fb49628016329d40,899,2
89:0:0,component-12af7a01d741d016,89,2
89:2:0,component-12af7a01d741d016,89,2
8:0:0,component-2dc409d9cd3c651b,8,1
9000:0:0,component-6453175cf254d8f0,9000,1
9001:0:0,component-9b177061143192fc,9001,2
9002:0:0,component-d04dea966e136a52,9002,0
9003:0:0,component-3c602cc644038620,9003,0
9004:0:0,component-0013cb6d69e33e53,9004,2
9005:0:0,component-ea83a65cf239ea54,9005,1
9005:2:0,component-ea83a65cf239ea54,9005,1
9006:0:0,component-536b0d8a04604284,9006,2
9007:0:0,component-d7f5140b5ed2500f,9007,1
9007:2:0,component-d7f5140b5ed2500f,9007,1
9008:0:0,component-dd70498149fc0824,9008,0
9009:0:0,component-c6c5225267ac35ff,9009,3
900:0:0,component-3ba879f3eab7542b,900,1
9010:0:0,component-470724b569965b1c,9010,3
9011:0:0,component-88e0463680c96110,9011,2
9012:0:0,component-85c60a901bcb9d30,9012,0
9013:0:0,component-aaad274fceca6e2b,9013,4
9014:0:0,component-7d7ce582b2512d49,9014,3
9015:0:0,component-afdb52536bbb033b,9015,3
9016:0:0,component-887e57d7bc459bbd,9016,4
9018:0:0,component-c9afb3f244404f2c,9018,2
9019:0:0,component-4e412da22083eaca,9019,3
901:0:0,component-1874dee31336dd08,901,4
901:2:0,component-1874dee31336dd08,901,4
9020:0:0,component-ab34118c3c2ef47c,9020,2
9021:0:0,component-9a282efa7f7a18fb,9021,2
9022:0:0,component-becf511ba33b80bb,9022,4
9023:0:0,component-a72102cdc29ea98b,9023,1
9024:0:0,component-9e0649e7074d04d4,9024,2
9025:0:0,component-95d8e72fb537440a,9025,0
9025:2:0,component-95d8e72fb537440a,9025,0
9026:0:0,component-44936796df7cea31,9026,3
9027:0:0,component-ad4d0f17cbb37f8c,9027,4
9027:2:0,component-ad4d0f17cbb37f8c,9027,4
9028:0:0,component-e17aee774b5e92ff,9028,2
9029:0:0,component-9771b250720172ca,9029,1
9029:2:0,component-9771b250720172ca,9029,1
902:0:0,component-426fe577b33abb3e,902,4
9030:0:0,component-e1712482dd4f99be,9030,0
9031:0:0,component-3312ea532a1982b1,9031,3
9032:0:0,component-69335f38a73166d9,9032,2
9033:0:0,component-717fd519c87afb57,9033,3
9033:2:0,component-717fd519c87afb57,9033,3
9034:0:0,component-fadf7969cc92ffc5,9034,4
9034:2:0,component-fadf7969cc92ffc5,9034,4
9035:0:0,component-a7f608cec31f548c,9035,4
9036:0:0,component-881d810ccacb2dff,9036,0
9037:0:0,component-aa57b7ee2121a7a3,9037,0
9037:2:0,component-aa57b7ee2121a7a3,9037,0
9038:0:0,component-addc61c51ed208b5,9038,1
9039:0:0,component-1243105c5a5dfd1f,9039,0
903:0:0,component-a9cfdc6fbe49fb3c,903,1
9040:0:0,component-c25b7e8d4dbf548c,9040,0
9041:0:0,component-7cba2dee5f8787ea,9041,2
9042:0:0,component-47c4d59dec423653,9042,0
9043:0:0,component-c504a3ce86b3bf74,9043,0
9043:0:1,component-c504a3ce86b3bf74,9043,0
9044:0:0,component-24c22043ab413aa4,9044,3
9045:0:0,component-a48c0b685780b406,9045,0
9045:2:0,component-a48c0b685780b406,9045,0
9046:0:0,component-277833c2da9d6d57,9046,1
9046:2:0,component-277833c2da9d6d57,9046,1
9047:0:0,component-aa93c3a43d1eb986,9047,0
9047:2:0,component-aa93c3a43d1eb986,9047,0
9048:0:0,component-1acb2e23eb83419d,9048,2
9048:2:0,component-1acb2e23eb83419d,9048,2
9049:0:0,component-054a9d204606dd11,9049,3
904:0:0,component-f8f1a1279176ebbc,904,4
9050:0:0,component-92f56b55dae86f40,9050,4
9051:0:0,component-bf1b3aafeeec788e,9051,1
9052:0:0,component-1be99121eece3c6c,9052,0
9053:0:0,component-68ed2ad006a88b6d,9053,4
9053:2:0,component-68ed2ad006a88b6d,9053,4
9054:0:0,component-e441f3eaf36edb55,9054,2
9055:0:0,component-6c65fdd7986cc6fa,9055,3
9056:1:0,component-8ee049703f68dbd8,9056,2
9057:0:0,component-149b453fb3bd3152,9057,4
9057:2:0,component-149b453fb3bd3152,9057,4
9058:0:0,component-61f085d4db235780,9058,3
9059:0:0,component-632743ea0494e643,9059,4
905:0:0,component-b49d30bb64b8cb4f,905,4
905:2:0,component-b49d30bb64b8cb4f,905,4
9060:0:0,component-a6990abe97173f8e,9060,0
9061:0:0,component-d38018e168d72b5a,9061,2
9062:0:0,component-18b62452dc127dc4,9062,3
9063:0:0,component-798660662c113a11,9063,1
9063:2:0,component-798660662c113a11,9063,1
9063:4:0,component-798660662c113a11,9063,1
9064:0:0,component-46a41a5e1953d7e5,9064,3
9065:0:0,component-7a14b35764dbc625,9065,1
9066:0:0,component-7366360f261a59ee,9066,1
9067:0:0,component-015526d242a2b48c,9067,0
9067:2:0,component-015526d242a2b48c,9067,0
9067:4:0,component-015526d242a2b48c,9067,0
9067:6:0,component-015526d242a2b48c,9067,0
9067:8:0,component-015526d242a2b48c,9067,0
9068:0:0,component-ad3b62f4e85ee0a7,9068,0
9069:0:0,component-48dcab49fa429cdb,9069,0
906:0:0,component-47695e9a1b22eb4b,906,1
9070:0:0,component-09260d424fa27044,9070,1
9071:0:0,component-e885f811e094e4a1,9071,1
9071:2:0,component-e885f811e094e4a1,9071,1
9071:4:0,component-e885f811e094e4a1,9071,1
9071:6:0,component-e885f811e094e4a1,9071,1
9072:0:0,component-77237564c3618e28,9072,3
9073:0:0,component-b98838f1f324ace4,9073,1
9073:2:0,component-b98838f1f324ace4,9073,1
9074:0:0,component-390622cd622a47fe,9074,2
9075:0:0,component-a0cb78c0d870c8cc,9075,4
9076:0:0,component-bf1c1ad61b591ee9,9076,0
9077:0:0,component-0d83ffdafbb71df0,9077,4
9078:0:0,component-81596c918510c128,9078,1
9079:0:0,component-7ec16bca847033ad,9079,2
907:0:0,component-a97ad40e387b38ca,907,3
9080:0:0,component-3f44b78381ad935d,9080,1
9081:0:0,component-9eba0eccedc73cec,9081,2
9081:2:0,component-9eba0eccedc73cec,9081,2
9082:0:0,component-08bcb3779b5e3e6d,9082,0
9083:0:0,component-306abf237381447e,9083,3
9084:0:0,component-eeeafaeab6d422b6,9084,2
9085:0:0,component-60f1d4452b448ee3,9085,3
9086:0:0,component-f732a2d109adb550,9086,0
9087:0:0,component-92760790015f3a28,9087,0
9087:10:0,component-92760790015f3a28,9087,0
9087:12:0,component-92760790015f3a28,9087,0
9087:2:0,component-92760790015f3a28,9087,0
9087:4:0,component-92760790015f3a28,9087,0
9087:6:0,component-92760790015f3a28,9087,0
9087:8:0,component-92760790015f3a28,9087,0
9088:0:0,component-38ce50693e8f024a,9088,0
9089:0:0,component-9eeeceb1b8a0d002,9089,1
908:0:0,component-a457fcf9f6b51c9f,908,4
9090:0:0,component-e69543e2dbed04ff,9090,0
9091:0:0,component-9b140534a10af5a0,9091,2
9092:0:0,component-1c0c4fe04ee95a86,9092,1
9092:2:0,component-1c0c4fe04ee95a86,9092,1
9092:4:0,component-1c0c4fe04ee95a86,9092,1
9092:4:1,component-1c0c4fe04ee95a86,9092,1
9092:6:0,component-1c0c4fe04ee95a86,9092,1
9093:0:0,component-8c339e333ba21386,9093,4
9094:0:0,component-173f5a805a8afcce,9094,4
9094:0:1,component-173f5a805a8afcce,9094,4
9095:0:0,component-b3c64abdd5fc809e,9095,4
9096:0:0,component-8f627782eb58fec4,9096,2
9097:0:0,component-040e0eb30a023399,9097,4
9098:0:0,component-0e375ad53c03073c,9098,1
9099:0:0,component-0725761baddb165a,9099,0
9099:0:1,component-0725761baddb165a,9099,0
909:0:0,component-e7957454ea90e8d8,909,3
90:0:0,component-955f1ddc2948b153,90,1
90:2:0,component-955f1ddc2948b153,90,1
9100:0:0,component-1ff359d221800895,9100,4
9101:0:0,component-1f178f3796c8bc39,9101,0
9102:0:0,component-eefc42cef6e54bb8,9102,4
9103:0:0,component-9f3705ea1b02ef19,9103,2
9104:0:0,component-7ef4b248baa71058,9104,1
9105:0:0,component-70ecaa5058e7bef6,9105,2
9106:0:0,component-097c5030dafb3316,9106,2
9106:0:1,component-097c5030dafb3316,9106,2
9106:2:0,component-097c5030dafb3316,9106,2
9106:4:0,component-097c5030dafb3316,9106,2
9107:0:0,component-f515b672f72cb3da,9107,2
9108:1:0,component-d1abe63ebbf2959d,9108,0
9109:0:0,component-705a0b453dc6f5ab,9109,0
910:0:0,component-a34bb1c055aa3811,910,4
9110:0:0,component-ba6ed4702ef0891c,9110,2
9111:0:0,component-634031fd1f2bec52,9111,4
9111:2:0,component-634031fd1f2bec52,9111,4
9111:4:0,component-634031fd1f2bec52,9111,4
9112:0:0,component-a9c2ed42896a9714,9112,4
9113:0:0,component-d0e86fe0dc32cc45,9113,1
9114:0:0,component-c03785322897d1aa,9114,2
9115:0:0,component-51e1153c56879908,9115,4
9116:0:0,component-0f6ba28c22ad29fa,9116,2
9117:0:0,component-57ac0057816da632,9117,2
9118:0:0,component-dc42b1d82cb32985,9118,3
9118:2:0,component-dc42b1d82cb32985,9118,3
9118:4:0,component-dc42b1d82cb32985,9118,3
9118:6:0,component-dc42b1d82cb32985,9118,3
9118:8:0,component-dc42b1d82cb32985,9118,3
9119:0:0,component-2a3b256124749fa1,9119,0
9119:2:0,component-2a3b256124749fa1,9119,0
911:0:0,component-1fbc1d0534ccd0c8,911,4
911:2:0,component-1fbc1d0534ccd0c8,911,4
9120:0:0,component-0736bd311350561a,9120,0
9120:2:0,component-0736bd311350561a,9120,0
9121:0:0,component-ee66443a32282718,9121,4
9122:0:0,component-87ba213d11860c57,9122,1
9122:2:0,component-87ba213d11860c57,9122,1
9122:4:0,component-87ba213d11860c57,9122,1
9123:0:0,component-f9f72b8e7ac37783,9123,0
9124:0:0,component-907bd9525d35874c,9124,3
9125:0:0,component-8ec4c0e499e6ad90,9125,2
9126:0:0,component-6c678cbad967f2e9,9126,1
9127:0:0,component-8bc78dac1e2e621d,9127,2
9127:10:0,component-8bc78dac1e2e621d,9127,2
9127:12:0,component-8bc78dac1e2e621d,9127,2
9127:2:0,component-8bc78dac1e2e621d,9127,2
9127:4:0,component-8bc78dac1e2e621d,9127,2
9127:6:0,component-8bc78dac1e2e621d,9127,2
9127:6:1,component-8bc78dac1e2e621d,9127,2
9127:8:0,component-8bc78dac1e2e621d,9127,2
9128:0:0,component-f412074f3db2c7ce,9128,2
9129:0:0,component-f24333bce86d1bcd,9129,2
912:0:0,component-3ee35bc916a4868d,912,0
9130:0:0,component-e1d1832c14328354,9130,4
9131:0:0,component-b8d66e3d2e59b4a4,9131,0
9132:1:0,component-3a9f147bcab0ffb1,9132,2
9133:0:0,component-7e315089d016be96,9133,2
9133:2:0,component-7e315089d016be96,9133,2
9134:0:0,component-928d242b1fcdf3d8,9134,0
9135:0:0,component-ed07d98f1b99b3c2,9135,4
9136:0:0,component-46813238521f09ef,9136,1
9137:0:0,component-e443ea99ea098448,9137,4
9138:0:0,component-bf9622a72a06bb0a,9138,0
9139:0:0,component-2b0dbedc106f5c1d,9139,1
913:0:0,component-804fe79b844b47b3,913,0
913:0:1,component-804fe79b844b47b3,913,0
913:0:2,component-804fe79b844b47b3,913,0
9140:0:0,component-3923f8c02432edc1,9140,3
9141:0:0,component-f8c2d832a4646dba,9141,4
9141:2:0,component-f8c2d832a4646dba,9141,4
9142:0:0,component-76ca59aa751b7a28,9142,1
9143:0:0,component-0d2002c957010f0d,9143,3
9144:0:0,component-4a0cade96143c2ae,9144,4
9144:2:0,component-4a0cade96143c2ae,9144,4
9144:4:0,component-4a0cade96143c2ae,9144,4
9145:0:0,component-d9df8760a134457a,9145,4
9146:0:0,component-03d892ffdd0b6b41,9146,0
9146:2:0,component-03d892ffdd0b6b41,9146,0
9146:4:0,component-03d892ffdd0b6b41,9146,0
9146:6:0,component-03d892ffdd0b6b41,9146,0
9147:1:0,component-10926b944e24184d,9147,1
9148:0:0,component-8c3245d62242f874,9148,4
9148:2:0,component-8c3245d62242f874,9148,4
9148:4:0,component-8c3245d62242f874,9148,4
9148:6:0,component-8c3245d62242f874,9148,4
9149:0:0,component-2043d2aaeb0f405c,9149,2
9149:2:0,component-2043d2aaeb0f405c,9149,2
9149:4:0,component-2043d2aaeb0f405c,9149,2
914:0:0,component-5055d4f9d4a135ea,914,2
9150:0:0,component-fe1b6753b1d1e6e9,9150,0
9151:0:0,component-474b4f39c62afc9b,9151,4
9152:0:0,component-b779c96de85993b2,9152,3
9153:0:0,component-2753b4b6cf25f1ad,9153,1
9153:2:0,component-2753b4b6cf25f1ad,9153,1
9154:0:0,component-3705c8593dcd4b7c,9154,2
9155:0:0,component-55fa39c0dfabefd5,9155,0
9156:0:0,component-c38d3888abc6ecf4,9156,1
9157:0:0,component-3008dc714707e9d0,9157,1
9158:0:0,component-a71a77acf909abda,9158,0
9159:0:0,component-9e84b6e67b0f50d4,9159,4
915:0:0,component-c440e4c595bceb39,915,4
9160:0:0,component-003d40bbc7474fa6,9160,2
9161:0:0,component-1d0d7874e808df64,9161,0
9162:0:0,component-65dac4c9268d4994,9162,1
9163:0:0,component-c60e947334adab4e,9163,2
9164:0:0,component-2b18c1499f1101cd,9164,2
9165:0:0,component-5e777e2504d235c9,9165,1
9165:2:0,component-5e777e2504d235c9,9165,1
9166:0:0,component-233c4f25e85a9377,9166,1
9167:0:0,component-6db72aecd8e0f64e,9167,0
9168:0:0,component-13a0e3f6700c5ac7,9168,1
9169:0:0,component-94d56f083e8990e4,9169,0
916:0:0,component-24932f51e52d54c6,916,3
9170:0:0,component-3b73905f9547d278,9170,2
9171:0:0,component-b7284789fd3dfeb0,9171,4
9171:0:1,component-b7284789fd3dfeb0,9171,4
9171:0:2,component-b7284789fd3dfeb0,9171,4
9172:0:0,component-75aed06230f96428,9172,0
9173:0:0,component-3e0ba81768973454,9173,0
9174:0:0,component-8aaa5eb5536700be,9174,3
9175:0:0,component-5da64409f84d0693,9175,4
9175:2:0,component-5da64409f84d0693,9175,4
9175:4:0,component-5da64409f84d0693,9175,4
9176:0:0,component-539a342b769394b8,9176,4
9177:0:0,component-484ec8510117f9cf,9177,0
9178:0:0,component-8195329434481b1c,9178,2
9179:0:0,component-a9b465609375b8ff,9179,0
917:0:0,component-e70fc814cb9f79b2,917,0
9180:0:0,component-91057f7b189ec7c9,9180,1
9181:0:0,component-e57eefea70d92195,9181,4
9182:0:0,component-59ac32298f8df53d,9182,1
9183:0:0,component-bc0b5c1717900c6e,9183,2
9183:2:0,component-bc0b5c1717900c6e,9183,2
9184:0:0,component-9e43ebfb9fcead1a,9184,1
9184:2:0,component-9e43ebfb9fcead1a,9184,1
9185:0:0,component-5a2b696afa4822ea,9185,2
9186:0:0,component-81a398990a255efd,9186,4
9187:0:0,component-19d5038bb1fad6bc,9187,2
9188:0:0,component-d4f419fe096789a8,9188,1
9189:0:0,component-2a3f4f479ead0045,9189,0
918:0:0,component-e65a31ca2d98f8a7,918,2
9190:0:0,component-db1d81c9e6582a18,9190,4
9191:0:0,component-1a4e88be2b6a9f31,9191,0
9192:0:0,component-1dea3059503c5db5,9192,3
9193:0:0,component-c7061191dd6c0efa,9193,4
9193:2:0,component-c7061191dd6c0efa,9193,4
9194:1:0,component-955f1ddc2948b153,9194,1
9195:1:0,component-08ddd2582fa82675,9195,1
9196:0:0,component-959040b64d515b80,9196,2
9197:0:0,component-1b7c15d93be3cc79,9197,1
9198:0:0,component-c590c043a8f4f18e,9198,2
9198:2:0,component-c590c043a8f4f18e,9198,2
9199:0:0,component-f10244c967156dd8,9199,0
919:0:0,component-15087a2bd9c3ff29,919,1
919:0:1,component-15087a2bd9c3ff29,919,1
91:0:0,component-ca660edbc6ba28ab,91,2
91:2:0,component-ca660edbc6ba28ab,91,2
91:4:0,component-ca660edbc6ba28ab,91,2
91:6:0,component-ca660edbc6ba28ab,91,2
9200:0:0,component-3005523dfe55ce6b,9200,1
9201:0:0,component-d0970af4e6459dd9,9201,3
9202:0:0,component-b63e06f875d67d69,9202,0
9203:0:0,component-c384ff3af606c273,9203,2
9203:2:0,component-c384ff3af606c273,9203,2
9204:0:0,component-d0643ac408a0c2f9,9204,1
9204:2:0,component-d0643ac408a0c2f9,9204,1
9205:0:0,component-e4914e3496fe2687,9205,0
9206:0:0,component-d32cfb2b11a2f246,9206,3
9206:2:0,component-d32cfb2b11a2f246,9206,3
9206:2:1,component-d32cfb2b11a2f246,9206,3
9207:0:0,component-18274891852dea93,9207,4
9208:0:0,component-70e2be42637ea389,9208,1
9209:0:0,component-62ae8462b8db0839,9209,3
920:0:0,component-1a62abcb4174a0a7,920,0
9210:0:0,component-7911ebf3fd83b44f,9210,0
9211:0:0,component-65d83598a25c1660,9211,1
9212:0:0,component-69213e308be5b32d,9212,3
9213:0:0,component-518194cfb0ba6d9a,9213,2
9214:0:0,component-5c5c6e39ff271ea4,9214,2
9215:0:0,component-5343b305fc1682f9,9215,0
9216:0:0,component-c7c2c7ccfae33c26,9216,3
9217:0:0,component-8782bf1356f6fccc,9217,4
9218:0:0,component-9819e34575b22c84,9218,2
9219:0:0,component-cfb9e14b8a2b19d9,9219,2
9219:2:0,component-cfb9e14b8a2b19d9,9219,2
9219:4:0,component-cfb9e14b8a2b19d9,9219,2
921:0:0,component-ffb89e56461d4128,921,1
9220:0:0,component-ab92f5a691338716,9220,1
9221:0:0,component-5c873832c54eed4b,9221,3
9221:2:0,component-5c873832c54eed4b,9221,3
9222:0:0,component-ea880945724fa1fc,9222,2
9223:0:0,component-81aba3d2700a053c,9223,4
9223:2:0,component-81aba3d2700a053c,9223,4
9223:4:0,component-81aba3d2700a053c,9223,4
9224:1:0,component-83fd8e8119712ac4,9224,1
9225:0:0,component-7c3f248e3b4e03fc,9225,4
9226:0:0,component-49a52a779e511229,9226,4
9227:0:0,component-b73f5d41c09b16e2,9227,1
9228:1:0,component-e5b905a37a52f5a8,9228,3
9229:0:0,component-8f6edc6ed2c17aea,9229,3
922:0:0,component-a46001128005fe37,922,2
922:2:0,component-a46001128005fe37,922,2
9230:0:0,component-ce8051a7fbf23443,9230,4
9231:0:0,component-aae6828ad7c2e842,9231,3
9232:0:0,component-a1ed6f3548d65adf,9232,4
9233:0:0,component-15d322c3358ed3bb,9233,1
9233:2:0,component-15d322c3358ed3bb,9233,1
9233:4:0,component-15d322c3358ed3bb,9233,1
9234:0:0,component-20509f47b0ff9c69,9234,0
9235:0:0,component-2c6ad38f85f77601,9235,4
9236:0:0,component-f7b4e8c2ffd1a967,9236,3
9237:0:0,component-b66b6f1ea8f32833,9237,2
9237:2:0,component-b66b6f1ea8f32833,9237,2
9238:0:0,component-73c1a9565bdc989c,9238,4
9238:2:0,component-73c1a9565bdc989c,9238,4
9239:0:0,component-975630f264a6f517,9239,0
9239:0:1,component-975630f264a6f517,9239,0
923:0:0,component-f8a12ae2de40402d,923,4
923:2:0,component-f8a12ae2de40402d,923,4
923:4:0,component-f8a12ae2de40402d,923,4
923:6:0,component-f8a12ae2de40402d,923,4
923:6:1,component-f8a12ae2de40402d,923,4
923:8:0,component-f8a12ae2de40402d,923,4
9240:0:0,component-afc4e83952316aeb,9240,1
9240:2:0,component-afc4e83952316aeb,9240,1
9241:0:0,component-e9379e1394e3b5d6,9241,0
9241:2:0,component-e9379e1394e3b5d6,9241,0
9242:0:0,component-2f18ce2ae461ce41,9242,2
9243:0:0,component-0d731b384a7da9f4,9243,0
9244:0:0,component-fb9442294288a39d,9244,1
9245:0:0,component-ccb6a307ecf7b3ec,9245,1
9246:0:0,component-7ff62b81ee5cd957,9246,2
9246:2:0,component-7ff62b81ee5cd957,9246,2
9247:0:0,component-c719c6fbd2b5d215,9247,3
9248:0:0,component-4821e491ec8e2415,9248,3
9249:0:0,component-7325b7c79a95fb30,9249,4
924:0:0,component-ce7237c696470be2,924,4
9250:0:0,component-eeb0ec26447dd62d,9250,1
9250:2:0,component-eeb0ec26447dd62d,9250,1
9251:0:0,component-fa7021ccfca64e24,9251,4
9252:0:0,component-b8ebcec43258241e,9252,3
9252:2:0,component-b8ebcec43258241e,9252,3
9252:4:0,component-b8ebcec43258241e,9252,3
9253:0:0,component-a7825f1342e31eff,9253,3
9254:0:0,component-c30a8d0005f521f5,9254,0
9254:2:0,component-c30a8d0005f521f5,9254,0
9255:0:0,component-861ed1631770cc3d,9255,3
9255:2:0,component-861ed1631770cc3d,9255,3
9255:4:0,component-861ed1631770cc3d,9255,3
9255:6:0,component-861ed1631770cc3d,9255,3
9256:0:0,component-52f4261f1683cd85,9256,3
9256:2:0,component-52f4261f1683cd85,9256,3
9257:0:0,component-a7b90b9b916a8e16,9257,4
9258:0:0,component-90ded703d3992458,9258,2
9259:0:0,component-b8111adc34674159,9259,1
925:0:0,component-8f1d4f9c5885d3c4,925,1
9260:0:0,component-bf7dd76ea842171b,9260,1
9261:0:0,component-24e420599ea6f4c2,9261,2
9262:0:0,component-eb91449cbca841d5,9262,3
9263:0:0,component-f0c632b28dbf8a65,9263,2
9264:0:0,component-85b6c2155c1d2cdf,9264,4
9265:0:0,component-61b4cc9d5318526a,9265,0
9266:0:0,component-148c63d70a38026a,9266,1
9267:0:0,component-39862fe3bd247385,9267,2
9267:2:0,component-39862fe3bd247385,9267,2
9268:0:0,component-31f663e04da0e941,9268,4
9268:0:1,component-31f663e04da0e941,9268,4
9269:0:0,component-af4e9a084babef76,9269,4
926:0:0,component-b64f60f8139d6323,926,4
